Title,Ingredients,Loves,food_id,tipe,not include
Ayam goreng spesial renyah rempah,"ayam,  biji  rempah ,   bawang merah,   bawang putih, jeruk nipis ,   garam,   merica,",6,934,"jeruk, bawang merah, bawang putih",4
AYAM BAKAR KECAP (for breakfast diet GM day 5),"ayam rebus sebentar,   tempe ,  biji bawang merah,  biji bawang putih,   kemiri sangrai,   daun salam,  cm lengkuas ,   gula merah,  kecap manis, garam,  gula,  kaldu jamur,  merica bubuk, air matang cc ,   minyak jagung untuk menumis,",7,935,"lengkuas, tempe, bawang merah, bawang putih, jagung",10
Opor ayam dan telur,"dada ayam ,   telur rebus ,   daun salam,   daun jeruk,  sereh geprek,   santan instan,   air  air kaldu rebusan ayam,  garam,  gula, ,  dihaluskan,   bawang merah,   bawang putih,  cm lengkuas,  cm jahe,  cm kunyit,   kemiri,   merica bubuk,   ketumbar bubuk, pelengkap bawang goreng,",4,936,"lengkuas, telur, jeruk, dada ayam, bawang merah, bawang putih, jahe",13
Tumis sawi bakso ayam,"bagian dada ayam ,   telur,   tepung tapioka,   sawi putih ukuran kecil,   bawang putih,   bawang merah,   ketumbar bubuk,   kecap manis,  garam,",7,937,"telur, sawi putih, dada ayam, bawang merah, bawang putih",4
Ayam kecap,"ayam dada,  biji kentang,  biji tomat,  bawang merah,  bawang putih,  bawang bombay,  merica,   gula putih,   garam,  air,  kecap,  lombok merah  tipis, bawang goreng,",4,938,"kentang, tomat, bawang bombay, bawang merah, bawang putih",8
Ayam saos tiram,"ayam dadafillet,   bawang putih, sejempol jahe, bawang bombay, paprika hijau, gula pasir, merica bubuk, royco ayam, kecap asin, kecap manis, saos tiram, mentega ,",2,939,"paprika, bawang bombay, bawang putih, jahe",8
Opor Ayam Telur,"ayam ,  telur rebus,   salam,   lengkuas,  btng serai,   santan kara kecil,  halus,  bawang merah,  bawang putih,  kemiri,   ketumbar,   kunyit,",12,940,"lengkuas, telur, bawang merah, bawang putih",8
Batagor Ayam,"ayam giling,   tepung tapioka,   telur,   bawang putih haluskan,   bawang merah haluskan,   daun bawang  tipis,   wortel parut,   merica bubuk,  garam,  gula pasir, jika suka penyedap royco,   kulit pangsit siap pakai,",9,941,"telur, daun bawang, bawang merah, wortel, bawang putih",7
Cap jay ayam,"ayam, brokoli, sayur selai, buncis, bombay,  bawang merah,  bawang putih,   merica,   tepung tapioka, saos tiram saori,  royco,",2,942,"kol, bawang merah, bawang putih, brokoli",8
Ayam Teriyaki ala Hokb*n,"dada ayam fillet ,   bawang bombay ,  halus ,   bawang putih,   lada bubuk,   garam,   saos teriyaki,   saos tiram,   kecap manis,  gula pasir,  air,  penyedap rasa,   maizena,  larutkan dgn air,",6,943,"dada ayam, bawang bombay, bawang putih",11
Ayam kalasan,"ayam, air kelapa dari  kelapa,  bulat gula merah, garam,   bawang putih ,   bawang merah , salam, sere,   kecap,",8,944,"bawang merah, bawang putih, kelapa",6
"Bakso Ayam Bantingan (no msg, no pengembang, no pengenyal)","fillet  ayam ,   tepung tapioka ,   bawang putih ,   putih telur dari telur ayam ,   air es ,   garam ,   merica ,   gula ,   kaldu instant ,",58,945,"telur, bawang putih",7
Ayam Bakar Pedas Manis,"ayam ,   bawang merah,   bawang putih,  biji cabe rawit,  biji cabe besar,   kemiri,   ketumbar, sedikit merica, seruas kunyit, seruas laos, sedikit jahe, seruas kencur, minyak  utk menumis , kecap bango, garam, penyedap rasa,   daun jeruk,",8,946,"jeruk, bawang merah, bawang putih, jahe",13
Ayam kremes,"ayam,    racik ayam goreng,   sereh,   daun salam,  cm lengkuas,   tepung tapioka,  air ungkepan ayam,   telur,  minyak goreng,",0,947,"lengkuas, telur",7
Gulai kemuna + ayam 🐔,"kemuna yg udah di ,   ayam,   kelapa parut,  ambil santannya,   sereh,  geprek,  lmbr daun salam,  daun kunyit,  garam,  gula,  royco,  halus ,   bawang merah,   bawang putih,   kemiri,   jahe,   kunyit,   cabe merah ,   ketumbar,",1,948,"bawang merah, bawang putih, jahe, kelapa",15
Ayam Goreng Bawang,"ayam,   sesuai selera,  bonggol bawang putih,  geprek bersama kulit jgn sampai hancur,   telur,   tepung maizena,   garam,   gula pasir,  halus ,   bawang merah,   bawang putih,   ketumbar bubuk,   merica bubuk,    kunyit,    jahe,",8,949,"telur, bawang merah, bawang putih, jahe",10
Kepala Ayam Cabai Hijau,"kepala ayam,   bawang merah,   bawang putih,   cabai hijau besar,   cabai rawit hijau,   kemiri,   daun jeruk,   daun salam, seruas lengkuas,   garam,   gula,   lada bubuk,  air,",4,950,"lengkuas, cabai, jeruk, bawang merah, bawang putih",7
Rica-Rica Ayam,"ayam ,  air,  gula merah,  garam,  kaldu bubuk,   daun salam,   daun jeruk,   sereh ,  cm lengkuas ,  halus ,   bawang merah,   bawang putih,   kemiri,   merica,   ketumbar,  cm jahe,  cm kunyit,   cabe merah,   cabe rawit,",27,951,"lengkuas, jeruk, bawang merah, bawang putih, jahe",14
Ayam Bumbu Bali Extra Pwedessss ala Atha,"ayam ya, haluskan  dibawah ini,   bawang merah,   bawang putih,   tomat uk besar,   cabai rawit,   cabai merah keriting,  pcs kemiri,   lada,  jahe seukuran jempol,  telunjuk kunyit, dan ini  untuk dicemplung,  lmbr daun jeruk sobek,  lmbr daun salam,  btng serai geprek, perasa gula merah, gula putih, garam, kaldu ayam bubuk,   air, cinta dan senyumnya jangan lupa ,",7,952,"cabai, jeruk, tomat, bawang merah, bawang putih, jahe",14
Tempe goreng rasa ketumbar dan Royco ayam,"papan tempe,   ketumbar ,   royco ayam,  air,",6,953,tempe,3
Ayam ungkep,"ayam,   halus,  kunyit,  bawang putih, sedikit jahe,  kemiri,  bawang merah,  cabe, garam,   merica, pelengkap, sereh geprek, minyak untuk menumis,  mlair,",7,954,"bawang merah, bawang putih, jahe",11
Nugget kentang & ayam crispy,"kentang,   danging ayam,   bawang putih,   kuning telur, garam,   lada bubuk,   tepung jagung, tepung panir, minyak goreng,",3,955,"telur, kentang, bawang putih, jagung",5
Chicken Salted Egg ala2,"kecil ayam, tepung  serbaguna, tepung beras, kuning telur bebek, susu, bawang bombay, bawang putih dan bawang merah yang dihaluskan, daun jeruk, cabe merah yg sudah dirajang, garam, lada,",1,956,"telur, jeruk, bawang bombay, bawang merah, bawang putih",7
Pentul ayam sambal ijo,"fillet ayam,   sagu tani,   putih telur,   lada bubuk,   bawang putih,   garam,  penyedap,   baking powder,  sambal ijo,   cabai ijo besar,  rawit hijau,   tomat hijau,   bawang merah,   bawang putih,  minyak goreng,  garam,  gula dan penyedap,",6,957,"telur, cabai, tomat, bawang merah, bawang putih",11
Ayam goreng super duper simple,"ayam,  bisa diganti ati ampela kambing, asem matang, garam,",7,958,kambing,3
Pokcoy ayam bawang putih 😙,"pokcoy,   ayam cincang,   bawang putih,  tangkai cabai rawit hijau,   kecap ,   tepung mayzena ,   kaldu ayam bubuk,   minyak untuk menumis,",9,959,"cabai, bawang putih, pokcoy",5
Dadar macaroni bakso ayam,"btr telur,  cangkir macaroni yg sudah di rebus,  bakso ayam,   wortel,  bawang bombay ukuran kecil,   bawang putih,  btr merica,   daun bawang,  garam,  gula,   susu bubuk,  sy pakai sufor dancow madu,",31,960,"telur, bawang bombay, daun bawang, wortel, bawang putih",7
Sayap goreng lengkuas,"sayap ayam,   kunyit,   jahe,  sereh,  daun salam,  bawang putih,  bawang merah,   ketumbar,  grm lengkuas,    garam,   merica,   gula putih,   penyedap rasa ayam,    air, minyak untuk menggoreng,",7,961,"lengkuas, sayap ayam, bawang merah, bawang putih, jahe",10
Ayam kentuky cripy,"ayam,  kgtepung terigu,   bawang putih,   garam,   lada bubuk,   air,  minyak goreng,",4,962,bawang putih,6
Sayur asparagus campur ayam,"grm asparagus,   ayam,   fangusjamur,   kentang,   bawang putih ,   bawang merah,   lada bubuk,   gula pasir,   garam,   kecap asin,   tepung jagung,  sdn minyak sayur,",1,963,"kentang, asparagus, bawang merah, bawang putih, jagung",7
Sop ceker ayam 🐔,"ceker ayam,   woter,   baby buncis,   bawang merah,   bawang putih,   tomat merah,  seledri,  garam,  kaldu bubuk,  merica,",3,964,"ceker ayam, tomat, bawang merah, bawang putih",6
Hati ayam bumbu kecap,"hati ayam,   bawang putih,   bawang merah,   cabe merah besar,   merica ,  kecap,  garam,",7,965,"bawang merah, bawang putih",5
Bakso ayam kuah," bakso,    ayam,  es batu,   tepung tapioka,  sendok makan garam,  sendok gula,  penyedap rasa,  kuah, bawang putih  haluskan, kaldu ayam dari rebusan tulang ayam, garam, merica,  penyedap rasa, daun bawang  tipis, pelengkap bakso, mie kuning, bawang goreng, daun seledri,",3,966,"daun bawang, bawang putih",16
138. Ekkado Ayam,"ayam cincang,  telur puyuh rebus, kulit tahu lembaran  segiempat sekitar xcm,   terigu,  daun kucai untuk mengikat,   kecap asin,  garam,  lada bubuk dan gula,  btr putih telur,",18,967,"telur, tahu",6
Chicken Salad with dressing,"bonggol romaine lettuce kecil dipotong , dressing ,   sour cream,   mayonaise,   saus tomat  sambel ,   jeruk lemon ,  tetes wonchester sauce,   extra virgin olive oil, sejumput lada, sejumput garam, topping , keju parmesan,   chicken burger fiesta ,",3,968,"jeruk, tomat, lemon",11
Bakso ayam,"dada ayam ,   air yg udh jadi es batu,   bawang putih,  btr merica, sedikit pala,  kira seukuran btr merica,  ,   garam halus,   gula,  putih telur,   peres backing powder,  atau  tepung kanji, air utk merebus,",7,969,"telur, dada ayam, bawang putih",10
Garang Asem Ayam Kampung,"ayam kampung,   bawang merah,   bawang putih,  biji cabe rawit,   daun salam,  cm lengkuas,   serai,   tomat hijau,   belimbing wuluh ,  ltr air mineral,   santan dari   kelapa,  penyedap rasa,  gula,  garam,  daun pisang,",10,970,"lengkuas, tomat, bawang merah, pisang, bawang putih, kelapa",9
Special chicken on rice,"dada ayam fillet,   dadu,   kulit ayam,  bawang bombay,  rajang,   bawang putih,  geprek,  rajang,   wonchester sauce,   saus tiram,   kecap tropicana slim, daun bawang, lada hitam bubuk, olive oil,",0,971,"dada ayam, bawang bombay, daun bawang, bawang putih",10
Bbq chicken quesadilla,"kulit tortilla ,   ayam fillet,  bonggol bawang bombay,   wortel,   jamur,   keju cheddar ,   saus bbq, margarine untuk menumis,",0,972,"bawang bombay, wortel",6
Ayam saus tiram,"dada ayam,   bawang bombay,   bawang putih,   jahe,   saus tiram,   kecap manis,",8,973,"dada ayam, bawang bombay, bawang putih, jahe",2
Ayam lada hitam simple,"ayam tanpa tulang  dadu,  bawang bombay ,  sium bawang putih ,  cabe hijau besar ,  cabe merah ,   saos tiram,   saos lada hitam,   kecap manis,  garam,  lada bubuk,",3,974,"bawang bombay, bawang putih",8
Semur ayam tahu kecap santan,"ayam ,  keping tahu, kecap, garam, santan,  halus,   bawang merah,   bawang putih,   merica,   ketumbar, jahe,  daun bawang di,  cemplung, serai digeprek, caberawit,",1,975,"daun bawang, bawang merah, bawang putih, tahu, jahe",10
Ayam pedas praktis,"sayap ayam, ,   tomat,  bawang putih,    jahe,  tambahan,   minyak utk menggoreng ayam,   jeruk nipis,   garam,  sachet bon cabe level ,  sachet madurasa,   kaldu bubuk bs skip,   margarin utk menumis,   daun bawang untuk taburan,",3,976,"jeruk, sayap ayam, tomat, daun bawang, bawang putih, jahe",8
Opor Ayam,"ayam,   bawang merah,   bawang putih,   jahe,   laos,   kunyit,   daun salam,   sereh,   kemiri ,   jinten,  gula pasir,   santan instant ,   air kurleb,  minyak,  royco ,",5,977,"bawang merah, bawang putih, jahe",12
Chicken Popcorn Oatmeal,"ons ayam cincang,  tepung terigu,  telur ayam ukuran sedang, oatmeal  merah,  garam,  lada, mayones dan sambal utk cocolan,",4,978,telur,6
Ayam bakar bumbu rujak,"ayam,   kecap manis,  cm lengkuaslaos,  asem jawa,  gula merah,   gula putih, ,   garam,   santan kental,  halus ,   bawang merah,   bawang putih,   daun jeruk,   cabe merah,   cabe rawit, segenggam kacang tanah,",4,979,"lengkuas, jeruk, bawang merah, kacang tanah, bawang putih",11
Baked chicken with herbs,"ayam utuh,  genggam daun rosemary,  genggam daun thyme,   baby potato,   baby tomato,   wortel,   bawang putih,   bawang bombay,   jeruk lemon,   daun bawang, olive oil,  lada,  garam,",6,980,"jeruk, tomat, bawang bombay, daun bawang, wortel, bawang putih, lemon",7
Chicken Nugget,"dada ayam tanpa tulang dan kulit,   bawang putih,   telur,   tepung maizena,   garam,   merica,   wortel parut, coating, telur, terigu, tepung roti  parsley kering ,",5,981,"telur, dada ayam, wortel, bawang putih",6
Ayam Kuah Pedas,"ayam,  halus,   bawang merah,   bawang putih,   cabe rawit,  biji kemiri, sedikit air,  pelengkap,   daun salam,   serai,  cm jahe,  saus,   saus sambal,   saus tiram, ,  garam,  air,",5,982,"bawang merah, bawang putih, jahe",14
Kornet tempe balut ayam,"bgks tempe,  ons dada ayam,  ons ajh tepung roti,  garam,  daun sop dan daun bawang ,  dihaluskan,   bawang putih,  sendok makan ketumbar,   merica bubuk, minyak goreng,",4,983,"tempe, dada ayam, daun bawang, bawang putih",6
Sop ayam jamur,"kaldu ayam,   dada ayam  kecil,   wortel ,   kol putih,   jamur putih ,  biji jamur shitake,  bawang putih,    jahe,   kecap ikan,   rajarasa,   minyak wijen,  merica,  sachet royko ayam,  gula,  dan garam,",6,984,"dada ayam, kol, wortel, bawang putih, jahe",10
Ayam Goreng Lengkuas,"ayam kampung  bagian, ,   lengkuas,  parut kasar,   daun salam,   daun jeruk,  robek,  halus ,   bawang merah,   bawang putih,   ketumbar,   kemiri,   kunyit,   jahe,   serai ambil putihnya,  garam,",76,985,"lengkuas, jeruk, bawang merah, bawang putih, jahe",11
Botok ayam sederhana,"ayam ,  ,   bawang merah,   bawang putih,   cabe rawit ,   tomat,   serai,  daun kemangi,   santan kelapa,  gula dan vitsin,  lain , daun pisang utk membungkus,",8,986,"tomat, bawang merah, pisang, bawang putih, kelapa",7
Tumis kulit ayam rumahan,"kulit ayam,  cuci bersih,   bawang merah,  rajang,  bawang bombay,  rajang,   bawang putih,  geprek,  rajang,   cabe merah,   baby buncis,   kecap wijen,   wonchester sauce,  garam,  lada,  olive oil,",0,987,"bawang bombay, bawang merah, bawang putih",13
Ca Wortel Ayam Telur Puyuh Bumbu kuning,"telur puyuh, ayam yang sudah empuk bagian paha,   wortel,  yang dihaluskan,   bawang merah,   bawang putih, kunyit seruas ,  merica,   daun jeruk,  garam, sesuai selera gula, vitsin sedikit saja,",6,988,"telur, jeruk, bawang merah, wortel, bawang putih",7
Ayam kecap,"ayam  kecil,  ungkep, haluskan ,   bawang putih,  cm kunyit,  cm jahe,   tumbar,  lembr daun jeruk, garam kasar,  halus ayam kecap ,   bawang merah,   bawang putih,   kemiri,   cabe rawit,   cabe merah besar,   tipis,   daun bawang,  rajang,  cm lengkuas geprek,   sereh geprek,   daun jeruk,  garam, gula, penyedap,  kecap manis,",0,989,"lengkuas, jeruk, daun bawang, bawang merah, bawang putih, jahe",17
Ayam rica-rica,"ayam ,   sereh ,  daun salam,  daun jeruk,   daun kemangi,   daun bawang , minyak utk menumis, garam, gula pasir,  halus ,   bawang merah,   bawang putih,  cabe merah keriting,  cabe rawit merahcengek,    kunyit,    jahe,",9,990,"jeruk, daun bawang, bawang merah, bawang putih, jahe",11
Tongseng Ayam,"ayam,   kecil,  kol,  ,   tomat,   bagian,  cabe rawit utuh,   kecap manis,   gula pasir,   garam,  daun bawang,   air,  lainnya ,   bawang bombay,   atau cincang halus,   daun salam,   daun jeruk,   sereh,  halus ,   bawang merah,   bawang putih,   ketumbar,   kemiri,   kunyit,   jahe,",3,991,"jeruk, tomat, bawang bombay, daun bawang, kol, bawang merah, bawang putih, jahe",17
Ayam Geprek KFC (ala geprek bensu),"ayam kfc,   cabai caplak,   bawang merah,   bawang putih,  minyak untuk menggoreng,  gula garam,  keju ,",6,992,"cabai, bawang merah, bawang putih",4
Chicken popcorn,"dada ayam,   tepung sajiku,   tepung maizena,  lada bubuk,  garam,",7,993,dada ayam,4
Ayam Kecap,"ayam  ,   air bersih,   kecap manis,   minyak goreng untuk menumis,  halus ,   bawang merah ,   bawang putih,   kemiri,    jahe,  geprek,  cemplung ,   daun salam , secubit gula, secubit garam,   penyedap,",17,994,"ubi, bawang merah, bawang putih, jahe",10
Opor ayam broiler,"ayam,   sere digeprek,   daun salam,   daun jeruk,  cm lengkuas digeprek,  cc santan dari   kelapa,   air putih ,  halus ,   bawang merah,   bawang putih,   kemiri,  cm jahe,  cm kunyit,   ketumbar bubuk,   merica bubuk, penyedap rasa, gula,  garam ,",3,995,"lengkuas, jeruk, bawang merah, bawang putih, jahe, kelapa",12
Ayam pop corn saus madu kurma,"jg dada ayam fillet,  marinasi ayam,   bawang putih,   lada bubuk,  garam,  tepung ,  terigu, garam,  ,   sari kurma ,   saos tomat,   saos tiram,   kecap manis,  cm jahe,   bawang putih,   bawang bombang kecil,  garam, daun bawang,",4,996,"dada ayam, tomat, daun bawang, bawang putih, jahe",12
AyGor Wijen (Ayam goreng wijen),"ayam  bagian,    bawang putih halus,   minyak wijen, sesuai selera garam,   telur ayam,  panir,   tepung terigu,   tepung tapioka,   wijen,  garam,",29,997,"telur, bawang putih",8
Dimsum ayam," isian,   ayam giling,   udang cincang,   kulit pangsit siap pakai,   bawang bombai cincang,   daun bawang cincang,   tepung tapiokasagu,   maizena,   minyak wijen,   saus tiram,   gula pasir, garam secukupny,   bawang putih haluskan,   lada bubuk,   royco,   telur,   wortel diparut ,  saus ,   cabe rawit merah,   cabe merah,   bawang putih,   cuka masak,   air,  garam,   hula pasir,   saos sambal,   larutan maizena,",12,998,"telur, daun bawang, wortel, bawang putih",22
Chicken Katsu with Blackpepper sauce,"dada ayam ,  bawang putih,   lada putih, sejumput garam, tepung panir,   tepung berasterigu ,  telur,  sauce blackpepper ,   bawang putih,  bawang bombay,   saori teriyaki,   saori tiram,   lada hitam,   tepung maizena ,  garam,",8,999,"telur, dada ayam, bawang bombay, bawang putih",10
Bumbu ungkep ayam.,"ayam,   dun salam,   serai,   lengkuas,   asam jawa,  halus,   bawang merah,   bawang putih,   jahe,   kunyit bubuk,  gula garam,",5,1000,"lengkuas, bawang merah, bawang putih, jahe",7
Nugget Ayam Wortel,"dada ayam,   wortel ,   telur,   bawang putih ,   garam halus,   merica bubuk,   kaldu bubuk,   air,   tepung tapioka,   tepung terigu,  pencelup,   tapung terigu,   garam,  air,  tepung rotitepung panir,",59,1001,"telur, dada ayam, wortel, bawang putih",11
Ayam goreng gurih,"ayam , air kelapa ,   bawang putih,   bawang merah,   kemiri, sejumput merica, sejumput ketumbar,   serai,   daun salam,   daun jeruk  tulang daunnya, kunyit, jahe, lengkuas,  garam,",1,1002,"lengkuas, jeruk, bawang merah, bawang putih, jahe, kelapa",8
Tempe&tahu melet isian sate ayam,"tempe papan ukuran sedang ,   tahu putih kotak,  halus ,   bawang merah,   bawang putih, garam,   minyak goreng,  tusuk sate ayam, kaldu bubuk,   tomat  gula pasir,   lombok setan ,  celupan ,   tepung terigu,   bawang putih, kaldu bubuk, sejumput ketumbar,  air matang,",6,1003,"tempe, tomat, bawang merah, bawang putih, tahu",11
