Title,Ingredients,Loves,food_id,tipe,not include
Healthy tofu-beef in pan,"sapi,   tipis,   bawang bombai,   tipis,   tahu  tipis,   kecap asinshoyu, ,   gula palem,   jus apel air putih,",60,4589,"sapi, apel, tahu",6
Korean Beef Bulgogi,"sapi ,  margarinementega,  marinasi,   bawang putih,   kecap manis,   paprika bubuk,   lada hitam kasar,   jahe bubuk,   saus tiram,  garam,  gula pasir,   bawang bombay,   wijen sangraipanggang tanpa minyak,   madu,   minyak wijen,   daun bawang cincang,  taburan, sesuai selera wijen sangrai, daun bawang,",41,4590,"sapi, paprika, bawang bombay, daun bawang, bawang putih, jahe",12
Sayur Capcay Sosis Sapi,"sayur capcay paketan , sosis sapi, bawang merah, bawang putih, garam, gula pasir, masako rasa sapi, telur, minyak goreng, cabai rawit merah , air minum ,",14,4591,"sapi, telur, cabai, bawang merah, bawang putih",5
Lodeh Tewel Kikil Sapi,"tewel, ,   kikil sapi,   kacang panjang, ,   santan dr  btr kelapa,   minyak goreng,   air,   daun salam,    lengkuas, geprek,  garam dan gula pasir, , goreng, haluskan,   cabe rawit,   bawang merah,   bawang putih,   kemiri,    kunyit,",27,4592,"lengkuas, sapi, bawang merah, bawang putih, kelapa",15
Sate goreng daging sapi,"sapi,   dadu,   bawang bombay,   tipis,   bawang merah,   tipis,   cabe rawit merah,   serong,   tomat hijau,  ,  lmbr daun salam,  lmbr daun jeruk,   tipis,  ,   bawang putih,   kemiri,   minyak,   kecap manis,  blok gula jawa,   tipis,   air asam jawa,  sisir halus,   garam,   lada bubuk,",16,4593,"sapi, jeruk, tomat, bawang bombay, bawang merah, bawang putih",18
Semur Daging Sapi,"sapi,   cabai rawit merah,   bawang merah,   bawang putih,   sereh,  lada,  jahe,   daun salam,  garam,  gula,  micinroyco,  air,  minyak,   jeruk limau,  bawang goreng,  laos,  kecap manis,",2,4594,"sapi, cabai, jeruk, bawang merah, bawang putih, jahe",11
Buncis Wortel Cah Sapi,"sapi ,   baby buncis ,   wortel ,   paprika merah ,   bawang bombay ,  garam,  merica,  dan kaldu jamur,   air,",12,4595,"sapi, paprika, bawang bombay, wortel",5
Tumis baby kailan cah sapi,"baby kailan,   sapi giling,  bakso sapi,   bawang putih ,   saos tiram,  garam,  penyedap ,   minyak sayur,    tepung maizena,  cangkir air dingin ,   air panas,",5,4596,"sapi, bawang putih",8
Sop JANDA (daging sapi kuah rawit),"sandung lamur campur iga,   daun bawang,   daun seledri,   jahe ,   bawang putih ,   biji pala ,  air,   garam ,   lada bubuk,  kaldu bubuk,   cabe rawit hijau, additional, irisan tomat, perasan jeruk nipis, kecap, bawang goreng, emping,",8,4597,"jeruk, tomat, daun bawang, bawang putih, jahe",12
Beef Steak with Blackpepper Sauce,"g  sapi ,  minyakmargarinbutter untuk memanggang,  marinade,  garam,  merica hitam,  saus blackpepper,   bawang bombay,   tipis,   bawang putih,   tipis,  cup jamur kancing ,   kecap asin,   saus tiram,   kecap manis,   air,  merica hitam,  garam,  hatihati dalam penambahannya,  larutan maizena,  minyakmargarinbutter,  untuk menumis,",40,4598,"sapi, mangga, bawang bombay, bawang putih",17
Bakso Daging Sapi,"sapi giling,   tepung kanji ,   bawang putih,   bawang goreng,   merica bubuk,   kaldu bubuk, garam,   es batu ukuran balok kecil ,",10,4599,"sapi, bawang putih",6
Rendang daging sapi+kentang,"sapi,   kentang kecil,   kelapa ,   serai di geprek,   daun jeruk,   cengkeh,  cm kayu manis,  yg dihaluskan ,   bawang merah,   bawang putih,   kemiri,  cabe merah keriting,   cabe kering halus,   ketumbar,   jinten,  cm kunyit,  cm lengkuas ,  garam, minyak untuk menumis,",34,4600,"lengkuas, sapi, jeruk, kentang, bawang merah, bawang putih, kelapa",12
Beef Lasagna dgn Saus & Kulit Homemade #Pr_Pasta," kulit lasagna ,   terigu segitiga ,   susu bubuk ,   telur ayam ,   air ,   minyak goreng ,  saus  ,    sapi cincang,   bawang putih,   bawang bombay ,   tomat merah ,   pasta tomat ,  kuntum brokoli ,   merica ,  sendok teh oregano ,   basil ,   gula pasir,  garam ,  minyak goreng,   air,  saus keju ,   tepung terigu protein sedang,  sendok makan margarin,   susu cair uht,   keju cheddar ,   merica bubuk,   garam ,   bubuk bawang putih ,   gula ,  taburan,  keju cheddar ,",63,4601,"sapi, telur, tomat, bawang bombay, kol, bawang putih, brokoli",23
Rawon sapi mak yusss,"sapi,  rempah , sereh, kapulaga, cengkeh, lengkuas, kluwak, kunyit, jinten,   bawang putih,  cabe, jinten,  kayu manis,  halus ,   bawang merah,  ketumbar,  merica,  biji kluwak ambil isinya diremdam air panas  mnit,",7,4602,"lengkuas, sapi, bawang merah, bawang putih",14
Sandwich Mozzarella Crispy Beef Burger & Sausage,"roti tawar , telur, tepung roti, beef burger, sosis sapi, keju mozzarella, mentega, minyak goreng,",23,4603,"sapi, telur",6
Beef lasagna #pr_pasta,"pasta lasagna,  tumis,   bawang bombai cincang,   bawang putih cincang,   margarin butter,    sapi cincang ,   saos bolognese,   saos tomat,   air matang,  garam merica dan pala bubuk, saos bechamel,   susu cair putih,   keju cheddar parut,   tepung terigu,   margarin,  oregano, sedikit garam dan merica,",90,4604,"sapi, tomat, bawang putih",14
Fettucine Kornet Sapi Pedas #pr_pasta,"fettucine ,  kaleng kornet sapi ukuran kecil,   bawang bombay,   tipis,   saus pedas,   susu cair putih,   garam ,   lada bubuk,  daun sledri rajang halus,  parutan keju ,  halus ,   bawang merah,   bawang putih,   cabai rawit, minyak  margarin untuk menumis dan merebus,",8,4605,"sapi, cabai, bawang bombay, bawang merah, bawang putih",10
Iga sapi gr sc. BBQ,"iga sapi,  lmbr daun salam,   sereh geprek,   jahe geprek,   garam,   mentega,   bawang putih,   bw bombay,   saus bbq del monte,   saus sambal, air, minyak goreng,",5,4606,"sapi, bawang putih, jahe",9
Risolles isi smoke beef," kulit,   terigu,   tepung tapioka,   maizena,   telur,  garam,   margarin cair   minyak goreng, air  ,  isi,  pcs bawang putih cincang halus,   kentang ,   wortel kecil ,  slice smoke beef,  slice keju ,   margarin,   saus tiram,  garam,  lada halus,  pencelup,   telur ,  tepung panir,",9,4607,"telur, kentang, wortel, bawang putih",16
Tumis Kikil Kulit Sapi,"kulit sapi  kikil,   bawang merah ,   bawang merah ,   lengkuas ,   jahe ,   daun salam,   cabe merah keriting,   cabe rawit, garam,  gula,  merica, kecap, sedikit asem jawa, air, minyak untuk menumis,   bawang daun ,",14,4608,"lengkuas, sapi, bawang merah, jahe",11
Beef Tacos,"cincang ,   bawang bombay cincang halus,   ketumbar,   jintan,   merica ,  garam,   minyak zaitun bisa juga minyak sayur,   mentega untuk memanggang  di teflon, tortilla , penyajian,   bawang bombay ,   tomat besar ,  selada keriting atau bisa menggunakan lettuce,  keju parut ,",10,4609,"mangga, selada, tomat, bawang bombay",9
Kulit sapi pedas manis,"kulit sapi,  tumis ,   bawang merah ,   bawang putih ,  biji cabe ijo agak besar,  biji cabe rawit ,  royco,  ladaku dan kecap,   bawang daun,",1,4610,"sapi, bawang merah, bawang putih",6
Sambel goreng hati sapi+tahu,"hati sapi,  tahu putih, saus tiram, kecap, garam, gula,  halus,   bawang merah,   bawang putih, jahe,  cabe merah besar, sesuai selera cabe kecil,",4,4611,"sapi, bawang merah, bawang putih, tahu, jahe",7
Daging sapi lada hitam,"sapi ,   kecap manis,   saori saos teriyaki,   saori saos tiram,   minyak wijen,   bawang bombay ,  cabe merah besar ,   lada hitam kasar,   maizena , gula  sesuai selera,",63,4612,"sapi, bawang bombay",8
Beef bolognese fettuccine,"fettucini , saus bolognese ,  sapi, bawang bombay,   bawang putih, cabe rawit , lada putih atau hitam,",5,4613,"sapi, bawang bombay, bawang putih",4
Sop Iga Sapi,"iga sapi, wortel, buncis, kol, daun bawang,   bamer,   baput,  biji pala,  jahe, lada, garam, penyedap rasa,",16,4614,"sapi, daun bawang, kol, wortel, jahe",7
Nasi kebuli (iga sapi),"iga sapi,  cup beras,   bawang merah ,   bawang putih ,   bawang bombay ,   kapulaga,   kayu manis,   pekak,   cengkeh,  sendok santansusu cair,   saos tomat,   bubuk kari,  garamgula, minyak untuk menumis,  halus ,   ketumbar,   merica,   adas,   cabe merah keriting,  pala, pelengkap , tomat, timun, kerupukemping, acar,",8,4615,"sapi, tomat, bawang bombay, bawang merah, bawang putih",19
Sambal daging sapi minang,"sapi dipotong tipis,   kentang dipotong dadu,   tomat,   cabai merah,   cabai rawit merah,   bawang merah,   bawang putih,   daun salam,  garam, sesuai selera penyedap rasa,",16,4616,"sapi, cabai, kentang, tomat, bawang merah, bawang putih",3
Daging Kepala Sapi Bumbu Kecap,"kepala sapi,   bawang putih,   bawang merah,  biji cabe merah,  bawang bombay,   daun salam,   daun jeruk,   minyak goreng, sesuai selera kecap,",6,4617,"sapi, jeruk, bawang bombay, bawang merah, bawang putih",4
Pizza Beef Sausage,"roti pizza ,   sosis sapi,   bawang bombay,  cincang,   bawang putih,  cincang,   kentang,   kotakkotak kecil,   saus bolognese,   keju parut,   gula,   garam,   air,  mentega,  minyak goreng,",2,4618,"sapi, kentang, bawang bombay, bawang putih",11
Cewek (kulit sapi) cabe ijo,"kulit sapi,  cabe hijau besar,  cabe kecil,  bawang merah,  bawang putih,   daun salam,   daun jeruk,   jahe,   lengkuas, kecap, gula, garam,",2,4619,"lengkuas, sapi, jeruk, bawang merah, bawang putih, jahe",6
Tumis sayur bayam & daging sapi,"bayam,  grm  sapi,   bawang putih,  sendok mkn kecap asin,  sendok teh maizena,  sendok mkn minyak goreng , garam dan  kaldu secukup nya,",12,4620,"sapi, bawang putih, bayam",4
Perkedel  kentang kornet sapi,"kentang,   daun bawang  halus,   seledri  halus,   kornet sapi ,  garam,  lada bubuk,  kaldu bubuk,  yang dihaluskan,   bawang merah,   bawang putih, pencelup,   telur, garam,",30,4621,"sapi, telur, kentang, daun bawang, bawang merah, bawang putih",7
Soto daging sapi,"sapi,   kecil bihun,   kubiskol,   kecambah kacang hijau,   tomat,  seledri dan daun bawang, bawang goreng, jeruk nipis,   wortel,  halus,   bawang merah,   bawang putih,   jahe,   kunyit,   kemiri,  tambahan,   irisan laos,   daun jeruk,   daun salam,",60,4622,"sapi, jeruk, tomat, daun bawang, kol, ubi, bawang merah, wortel, bawang putih, jahe",9
Rawon Daging Sapi,"sapi,  biji kluwek,   bawang putih,   bawang merah,    ketumbar,   kunyit,   kemiri,   jahedi geprek,   laosdi geprek,   daun salam,   daun jeruk,  bawang prei,  garam n penyedap rasa ,  rawon siap saji saya pakai  rawon merk bambu, pelengkap, irisan tomat, daun seledri, sambal tomat,",12,4623,"sapi, jeruk, tomat, bawang merah, bawang putih, jahe",11
Crispy mongolian beef/Daging crispy ala mongol,",  cup tepung maizena,  cup minyak sayur,   jahe,  cincang,   bawang putih,  cincang,  cup soy sauce ,  cup air,  cup brown sugar,   daung bawang,   ambil hijaunya saja,",8,4624,"bawang putih, jahe",10
Sapi asam pedas,"sapi ,   buncis  kacang panjang saya pakai buncis,  cabe rawit utuh,   serai,  halus,   bawang merah,  cabe keriting merah, sejempol kunyit,   cabe rawit,   tomat,  terasi, garam gula kaldu jamur,",5,4625,"sapi, tomat, bawang merah",9
Semur daging sapi dan kentang,"sapi,  ,   kentang,  kupas,   daun salam,   sereh,  geprek,  balok kecil gula merah,  rajang halus,   lengkuas,  geprek,   kecap,  bisa ditambahkan jika kurang manis,   penyedap rasa sapi,    semur instan,   air untuk merebus,   air untuk memasak,   minyak untuk menumis,",5,4626,"lengkuas, sapi, kentang",14
"Beef for makaroni, spagheti dll (masak daging sapi giling)","sapi giling,   saus tomat,   bawang putih ,  tumbuk halus,   kecapsaus inggris,   pala bubuk,  atau  pala,   daun oregano,   garam,   gula pasir,  merica bubuk, sayuran sesuai selerasaya pakai buncis  jagung manisatau  giling saja juga ok, keju parut,  buat yg suka ,",1,4627,"sapi, tomat, bawang putih, jagung",10
Beef Lasagna,"kulit lasagna yg sudah direbus terlebih dahulu,   kornet sapi,   bawang bombay  tipis,   bawang putih cincang halus,   tomat ukuran besar  kulit dan bijinya, saus tomat, saus barbeque  saus spaghetti, lada bubuk, garam, gula, kaldu bubuk, oregano,   air,   margarin untuk menumis,  saus keju ,   margarin,   tepung terigu,   keju cheddar parut,   susu cair , gula, garam, lada bubuk, toping , keju mozarela, keju quick melt, keju parmesan, oregano,",46,4628,"sapi, tomat, bawang bombay, bawang putih",22
Beef teriyaki,"sapi,   paprika,   cabai hijau besar,   bawang putih,  cm jahe, sedikit lengkuas,   kecap manis,   saus teriyaki,   bawang bombay besar,   garam,   lada hitam bubuk,   gula pasir,   mentega,   minyak goreng,",3,4629,"lengkuas, sapi, cabai, paprika, bawang bombay, bawang putih, jahe",7
Baso kuah tulang sumsum dan tetelan sapi,"bonggol tulang kaki sapi dan tetelan sapi,  biji baso sapi,  kaldu bubuk rasa sapi,  bombay diiris kasar, air kaldu dari tebusan tulang sumsum dan tetelan sapi,  minyak goreng untuk menumis,  halus ,   bawang putih,  lada butiran,  pala,  garam, pelengkap , irisan daun bawang seledri, tahu coklat yg sdh digoreng, mie telor yg sdh direbus, saos sambal,",29,4630,"sapi, daun bawang, bawang putih, tahu",9
Sup daging sapi,"sapi,   kentang,   wortel,   buncis,   kol,  tangkai daun bawang,  tangkai seledri, , bawang putih, bunga lawang, kayu manis, cengkeh, pala, lada  dan bubuk, penyedap rasa, garam, gula,",0,4631,"sapi, kentang, daun bawang, kol, wortel, bawang putih",11
Bakso Sapi Blender,"sapi ,   es batu uk xcm,   putih telur,   tapioka,   garam,   lada,   baking powder,   bubuk bawang putih ,",50,4632,"sapi, telur, bawang putih",5
Mie Goreng Sapi Cuka Jamur,"mie yang kecil ,  ons  sapi,  rebus lalu  kecil,   wortel,   panjang,  tangkai seledri,   daun bawang,   bombay kecil,  ,   telur ayam,   kecap manis bangau,   kecap manis thg,   kecap asin,   cuka jamur,   angciu,  halus ,   bawang merah,   bawang putih,   kemiri,   merica,   garam,",9,4633,"sapi, telur, daun bawang, bawang merah, wortel, bawang putih",15
Balado sapi kentang,"sapi, daun salam, daun jeruk, kentang,  ,   bawang merah,   bawang putih, sebiji cabe merah besar,   cabe keriting, gula garam  sesuai selera,",4,4634,"sapi, jeruk, kentang, bawang merah, bawang putih",5
Lodeh kacang tolo kulit sapi,"kacang tolo,   tahu ,   kulit sapi ,   santan kara ,   air,   gula merah sisir,   serai,   daun salam, garam, kaldu bubuk,   halus,   bawang merah,   bawang putih,   kemiri,   ketumbar ,   jahe,   kunyit,   cabe merah,",6,4635,"sapi, bawang merah, bawang putih, tahu, jahe",13
Sambal goreng daging sapi kacang tolo/ kacang putih,"kacang tolo  kacang putih,    sapi  kecil,   kecap manis,   ketumbar bubuk, lada, garam, kaldu, gula ,   daun jeruk,   laos geprek,   halus,   bawang merah,   bawang putih,   kemiri,   cabe merah,   jahe,",6,4636,"sapi, jeruk, bawang merah, bawang putih, jahe",11
Slowcook Beef Bone Broth (kaldu sumsum sapi),"sumsum sapi,  l air matang,   cuka apel,   wortel  kasar,   bawang bombay  kasar,   celedry stik  kasar, ,   thyme ,   lada,   parsley,",14,4637,"sapi, apel, bawang bombay, wortel",6
Tongseng sapi 🐄,"sapi,   serai geprek,   lengkuas geprek,   kecil kayu manis,   daun salam,   tomat, ,   daun kol  kasar,   cabe rawitsesuai selera, ,  lt santan dari  kelapa, haluskan,   bawang merah,   bawang putih,   cabe keriting,   kemiri,   ketumbar bubuk,   kunyit,   merica, tambahan,   kecap manis, gula pasir, garam,",38,4638,"lengkuas, sapi, tomat, kol, bawang merah, bawang putih, kelapa",16
Tongseng Sapi,"sapi,  direbus sampai empuk yatrus  kecil,   air kaldu dading sapi,  sachet santan kara instant ,   daun salam,   daun jeruk purut,  sobeksobek ya  tangkainya,   lemon grass aka sereh,   lengkuas,  geprek ya,   kecap manis,   kol ukuran sedang,   halus atau sesuai selera,   daun bawang,     ya,   cabe rawit merah ,   tomah,    ,   wortel,     sesuai selera,  kaldu jamur,  garam,  gula, sedikit minyak goreng untuk menumis,    halusnya,   cabe merah keriting,   bawang merah,   bawang putih,   kemiri,  sangrai,    kunyit,    jahe,",12,4639,"lengkuas, sapi, jeruk, daun bawang, kol, bawang merah, wortel, bawang putih, jahe, lemon",21
Asem-asem Daging Sapi,"sapi,  buncis,  wortel,  daun bawang,  seledri,   tomat,   bawang merah,   bawang putih,  cabe merah,  cabe rawit merah,   daun salam,   lengkuas,  asam jawa,  gula jawa,  gula pasir,  garam, bawang goreng ,",4,4640,"lengkuas, sapi, tomat, daun bawang, bawang merah, wortel, bawang putih",10
BEEF STEAK (ala desa),"sapi ,  kotak tahu ,   bawang putih,  kemiri,   pala bubuk,   merica bubuk, garam, kecap , air,   telur ,",2,4641,"sapi, telur, bawang putih, tahu",6
Potato beef and mayo,"telur ,  bawang putih,  kentang  pajang,  bawang bombay,   mentega,   air jeruk,   mayones,   beef atau kornet,  lada,  garam,",3,4642,"telur, jeruk, kentang, bawang bombay, bawang putih",5
Rendang Daging Sapi,"sapi,   santan kental dari kelapa yg tua,  halus ,   bawang merah,   bawang putih,   cabe merah besar,   cabe rawit merah,   lengkuas,   jahe,  cemplung ,   sereh ambil putihnya geprek,   daun salam,   daun jeruk,   daun kunyit,   cengkeh,  gula pasir, garam, royko sapi ,",14,4643,"lengkuas, sapi, jeruk, bawang merah, bawang putih, jahe, kelapa",10
Beef Steak,"ons  has dalam, butter, lada hitam, olive oil, rosmery, garam,",4,4644,0,6
Rawon daging sapi,"sapi ,  l air,   bawang putih,   bawang merah,   kencur,   kunyit,   jahe,  tangkai serai ,  tangkai daun bawang ,   daun jeruk,   kemiri,   ketumbar bubuk ,   lada bubuk,   pala halus,   kluwek ,   brambang goreng ,  air,  minyak,",7,4645,"sapi, jeruk, daun bawang, bawang merah, bawang putih, jahe",12
Sambel goreng ati sapi dan pete,"kilo ati sapi,  cabai merah besar,   bawang putih,  papan petai,  lengkuas,   daun salam,   santan kara kecil,  garam, penyedap rasa , saos tiram , gula ,",6,4646,"lengkuas, sapi, cabai, bawang putih",7
Putren wortel cah sapi giling,"kentang,   dadu,   wortel,   serong,   putren,   serong,    sapi giling,   bawang bombay,   bawang putih,  geprek cincang,   saos tiram,   merica bubuk,   air,   tepung maizena,  larutkan,  garam, gula, minyak goreng,",79,4647,"sapi, kentang, bawang bombay, wortel, bawang putih",13
Tumis Brokoli Bakso Sapi,"bonggol brokoli,   bakso sapi,   bawang putih,   bawang merah,   cabai merah,  daun bawang,  saos tiram,  garam,  gula jawa,  air,  minyak untuk menumis,",7,4648,"sapi, cabai, daun bawang, kol, bawang merah, bawang putih, brokoli",5
Beef teriyaki,"sapi,   bawang bombay,   bawah merah,   bawang putih,  cm jahe ,   cabe hijau besar,   susu full cream , saori saus teriyaki, kecap asin,  garam,",10,4649,"sapi, bawang bombay, bawang putih, jahe",6
Sop Daging Sapi,"g tetelan sapi,  g  sapi,   cengkeh,   pala bubuk,  tangkai daun bawang ,  tangkai seledri ,   tomat ,   wortel ,  kaldu bubuk sapi,  gula, garam, bawang goreng untuk taburan,   air,  halus,   bawang merah,   bawang putih,   lada butiran,",11,4650,"sapi, tomat, daun bawang, bawang merah, wortel, bawang putih",9
"Sup daging sapi & sayur,masakan rumahan","grm  sapi,   bawang bombay warna,   tomat,   wortel,   air,  sendok mkn minyak goreng , garam   kaldu se cukup nya,",5,4651,"sapi, tomat, bawang bombay, wortel",3
Sup bakso sapi💓,"bakso sapi,   kentang,   wortel,   kubis,   daun sledri,   daun bawang, bawang goreng,   minyak goreng, air, ,   bawang putih,   merica bubuk,   garam,   royco ayam,",2,4652,"sapi, kentang, daun bawang, ubi, wortel, bawang putih",8
Sapi balado saus campur,"sapi segar,  halus ,   cabai rawit setan,  boleh ditambah atau kurangi,  tomat  ukuran besar ,   bawang merah,   bawang putih ukuran besar,  garam,   daun jeruk nipis,  tambahan ,   penuh saus tiram,   penuh saus sambal,   gula pasir,   kecap manis ,   tepung maizena , penyedap rasa ,",5,4653,"sapi, cabai, jeruk, tomat, bawang merah, bawang putih",10
Tongseng sapi,"g  sapi, kol   kotak,  tomat kecil ,  cabe rawit utuh,  cc santan cair,  cc santan kental ,  serai,  daun jeruk,  daun salam,  cm jahe geprek,  halus ,   bawang merah,   bawang putih,   ketumbar,   merica,  kemiri,  cm kunyit, sesuai selera kecap manis,",12,4654,"sapi, jeruk, tomat, kol, bawang merah, bawang putih, jahe",11
Gulai Daging Sapi,"sapi,   gula merah,   bawang merah,   bawang putih,   sereh,  cm jahe,   kelapa goreng,   cabai merah besar,   asam ,  cm lengkuas,   bubuk pala,   bubuk jintan,  gula,  garam,  dan penyedap,",9,4655,"lengkuas, sapi, cabai, bawang merah, bawang putih, jahe, kelapa",8
Daging sapi masak rempah,"sapi,   santan kar kecil,   bawang merah,   bawang putih,   kemiri,   jahe,   kunyit,   lengkuas,   sereh,   lada,   garam,   air,   daun salam,   daun jeruk,",5,4656,"lengkuas, sapi, jeruk, bawang merah, bawang putih, jahe",8
Sup Iga Sapi,"iga sapi,  rendam dalam air,   wortel,  kupas dan  besar,   kentang,  kupas dan  besar,   tomat merah,   wedges,   biji pala,  belah dua,   daun bawang,   cm,   daun seledri,   cm,   kaldu ayam atau jamur bubuk,   gula pasir,  garam dan merica,   biji merica hitam atau putih,   bawang goreng,  pelengkap, sambal matang , nasi putih, emping melinjo,  goreng, bawang goreng, kecap manis, irisan jeruk nipis,",53,4657,"sapi, jeruk, kentang, tomat, daun bawang, wortel, nasi putih",20
Nasi Goreng Sapi,"nasi, bakso sapi,   bawang merah,   bawang putih,   cabai merah, terasi, garam, merica, gula pasir,",3,4658,"sapi, cabai, bawang merah, bawang putih",5
Oseng gurih daging sapi tetelan (simpel),"sapi tetelan,   daun salam,   daun jeruk,   sereh geprek,   lengkuas geprek,  minyak goreng,  lt air bersih, garam dan gula,  halus ,   bawang merah,   bawang putih,   ketumbar,   lada,   kemuri,   kunyit,   jahe,",7,4659,"lengkuas, sapi, jeruk, bawang merah, bawang putih, jahe",10
Gulai daging sapi,"sapi,  wortel ,    gulai ,   bawang merah ,   bawang putih ,  bombay , gula, garam,   santan kara,   daun jeruk, minyak,",11,4660,"sapi, jeruk, bawang merah, wortel, bawang putih",6
Beef Bulgogi,"sapi,  mentega, daun sop,  biji wijen,   untuk campuran bulgogi ,   bawang bombay ,   bawang putih ,  sendok kecap manis,  sendok saos tiram,  gula,  garam,  lada,   cabe burung ,",2,4661,"sapi, bawang bombay, bawang putih",10
Rendang Daging Sapi pedas,"sapi khusus untuk rendang,  hanya dagingnya saja,  sachet santan kara ukuran sedang,   bawang putih,   bawang merah,   jahe,   lengkuas,   kunyit,   gula jawa merah,   sere,   daun salam,   kemiri,  sendok teh garam,  sendom teh lada,   cabai rawit merah, minyak goreng untuk menumis,   air,",7,4662,"lengkuas, sapi, cabai, bawang merah, bawang putih, jahe",11
Bakso sapi,"sapi,  cube es batu,   tepung tapioka,   masako sapi,   bawang goreng ,   baking powder,   putih telur,",1,4663,"sapi, telur",4
Rendang daging sapi,"sapi,   kelapa parut,   bawang merah,   bawang putih, sesuai selera cabe,   kemiri,   jahe,   laos, sedikit biji pala, sedikit jinten, ketumbar, merica, daun salam, serai geprek, daun jeruk, gula merah,  garam,  kaldu sapi,",20,4664,"sapi, jeruk, bawang merah, bawang putih, jahe, kelapa",11
Keto Brudel Isi Sapi Lada Hitam," isian,    sapi cincang,  presto hingga empuk,   dadu,   bawang putih,   halus,   bawang bombai,   halus,   cabe hijau besar,   serong,  sachet lada hitam bubuk, garam secukup rasa, tumis  isian hingga matang,  sisihkan,  brudel,  a ,   air hangat,   santan instant,   ragi,  sachet diabetasol,   tepung ketobetic,  b ,   telur,   tepung ketobetic,   ragi,  sachet diabetasol,   butter, sejumput garam,  topping ,   keju parut,",12,4665,"sapi, telur, bawang putih",27
Sapi Lada Hitam,"sapi,   bawang bombay,   bawang putih,   garam,   gula,   kecap manis,   saus tiram,   kecap asin,  lada hitam, lada putih, paprika merah  hijau ,   mentega untuk menumis,  air,",8,4666,"sapi, paprika, bawang bombay, bawang putih",9
Oseng Sapi Mercon 💥,"sapi tetelan,  ,  papan petai ,   serai,  geprek,   lengkuas,   daun salam,   daun jeruk ,   tomat merah uk kecil,  belah ,  garam, kaldu sapi bubuk  ,   kecap manis,   gula merah,   cabe rawit utuh ,  halus ,   bawang merah,   bawang putih,   cabe merah,   cabe rawit ,",34,4667,"lengkuas, sapi, jeruk, tomat, bawang merah, bawang putih",13
Beef Bulgogi,"sapi,  mentega,  marinasi,   bawang putih,   bawang bombay,   kecap manis,   bubuk lada,   bubuk jahe,   garam,   gula,   bubuk paprika,   saos tiram,   madu,",10,4668,"sapi, paprika, bawang bombay, bawang putih, jahe",8
Sapi crispy asam manis,"sapi, bawang merah, bawang putih, daun bawang, royco rasa ayam , saus cabe, saori asam manis, kobe crispy,",9,4669,"sapi, daun bawang, bawang merah, bawang putih",4
Gulai Daging Sapi,"sapi,   santan kelapa,  ltr air,  cm lengkuas ,  btng sereh ,  cm jahe ,   daun jeruk,   daun salam,  btr cengkeh,   cabe rawit , bawang goreng ,  gula,  garam,  merica,  minyak goreng ,  halus,   bawang merah,   bawang putih,  cm kunyit,   cabe merah,  btr kemiri,   ketumbar,   pala,   jintan,",4,4670,"lengkuas, sapi, jeruk, bawang merah, bawang putih, jahe, kelapa",17
Rendang Sapi Ala Rara,"g  sapi, sesuai selera cabe,   bawang merah,   bawang putih,    jahe,    kunyit,   kemiri,  biji pala,   lada bubuksendok lada butiran,   sereh,   daun kunyit,   daun salam,   daun jeruk,  sendok makan gula merah,    lengkoas,  kilo kentang,",10,4671,"sapi, jeruk, kentang, bawang merah, bawang putih, jahe",10
Beef Yakiniku,"beef yakiniku,   tipis,  tangkai bawang daun,  ,   paprika merah,   melintang,   maizena,  larutkan dalam sedikit air,   air,   minyak goreng,  marinate ,   bawang putih,  cincang,   bawang bombay kecil,   tipis,  cm jahe,  parut halus,   ikkomankecap asin,   kecap manis,   minyak wijen,   lada putih,   lada hitam,",5,4672,"paprika, bawang bombay, bawang putih, jahe",18
Beef Teriyaki Madu,"sapi  tipis,   mentega,  saus teriyaki,  garam,  perasan lemon,   madu, sedikit air,",9,4673,"sapi, lemon",5
Rawon Sapi,"sapi,   jeroan ,  halus,   bawang merah,   bawang putih,   kemiri sangrai,   merica ,   ketumbar,   laos ,   kunyit,   jahe ,   kencur,   kluwek ambil isinya rendam air panas,   air asam jawa,   jinten,  minyak goreng untuk menumis,   daun jeruk,   daun salam,   serai ,  papan terasi,   daun bawang ,  garam,  gula putih,  penyedap rasa bila perlu,  air,  plastik daun melinjo sesuaikan selera aja ya,  pelengkap bawang goreng, sambal terasi,  toge,",20,4674,"sapi, jeruk, daun bawang, bawang merah, bawang putih, jahe",23
Sop Iga Sapi Sederhana & Kilat,"iga sapi segar,   air,  daun bawang,  seledri,   wortel,   tomat,  cm jahe geprek,  bawang goreng,  halus,   bawang putih,  bawang merah,  comot merica,",12,4675,"sapi, tomat, daun bawang, bawang merah, wortel, bawang putih, jahe",5
Empal Sapi,"sapi,   kelapa tua parut untuk santan,   daun salam,   serai,  sisir gula merah atau sesuai selera,   asam jawa atau bisa diganti jeruk nipis ya,  halus,   ketumbar, sejumput merica,  garam,   bawang putih,   bawang merah,  cm laos   dikira kira aja ya,  cm jahe,  pala,   kemiri,  kecap,",10,4676,"sapi, jeruk, bawang merah, bawang putih, jahe, kelapa",11
